qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g1.t1	tr|A0A453B3X6|A0A453B3X6_AEGTS	25.595	168	112	5	264	429	1	157	3.3	33.1	A0A453B3X6	A0A453B3X6_AEGTS	RecName: Full=VWFA domain-containing protein {ECO:0000259|Pfam:PF13768};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A453K2C3|A0A453K2C3_AEGTS	41.667	24	14	0	100	123	85	108	3.3	32.3	A0A453K2C3	A0A453K2C3_AEGTS	RecName: Full=RING finger and CHY zinc finger domain-containing protein 1 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453MU89|A0A453MU89_AEGTS	42.424	33	18	1	95	126	156	188	3.3	33.1	A0A453MU89	A0A453MU89_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A452ZWW2|A0A452ZWW2_AEGTS	33.898	59	31	3	72	125	88	143	3.4	32.0	A0A452ZWW2	A0A452ZWW2_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A453S6A8|A0A453S6A8_AEGTS	30.488	82	55	2	44	125	87	166	3.4	32.3	A0A453S6A8	A0A453S6A8_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A453AXT7|A0A453AXT7_AEGTS	27.778	72	46	2	53	124	518	583	3.5	33.1	A0A453AXT7	A0A453AXT7_AEGTS	RecName: Full=SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['ATP-binding', 'Helicase', 'Hydrolase', 'Metal-binding', 'Nucleotide-binding', 'Nucleus', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.', 'SIMILARITY: Belongs to the SNF2/RAD54 helicase family. RAD16 subfamily. {ECO:0000256|ARBA:ARBA00008438}.']
AUGUSTUS_g1.t1	tr|A0A453CLU4|A0A453CLU4_AEGTS	29.787	47	30	2	80	126	208	251	3.6	32.7	A0A453CLU4	A0A453CLU4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453P9N4|A0A453P9N4_AEGTS	36.170	47	27	2	80	126	347	390	3.7	33.1	A0A453P9N4	A0A453P9N4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.']
AUGUSTUS_g1.t1	tr|A0A453CM03|A0A453CM03_AEGTS	35.556	45	26	2	80	124	369	410	3.7	33.1	A0A453CM03	A0A453CM03_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.']
AUGUSTUS_g1.t1	tr|A0A453CLM3|A0A453CLM3_AEGTS	29.787	47	30	2	80	126	206	249	3.8	32.7	A0A453CLM3	A0A453CLM3_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453NH33|A0A453NH33_AEGTS	32.143	56	34	2	69	124	161	212	3.9	32.7	A0A453NH33	A0A453NH33_AEGTS	RecName: Full=BRCA1-associated protein {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00502}']	[]
AUGUSTUS_g1.t1	tr|A0A453P9I1|A0A453P9I1_AEGTS	36.170	47	27	2	80	126	309	352	3.9	32.7	A0A453P9I1	A0A453P9I1_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.']
AUGUSTUS_g1.t1	tr|A0A452XHL3|A0A452XHL3_AEGTS	36.957	46	26	2	80	125	234	276	3.9	32.7	A0A452XHL3	A0A452XHL3_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A453BIW0|A0A453BIW0_AEGTS	35.417	48	23	2	80	124	218	260	3.9	33.1	A0A453BIW0	A0A453BIW0_AEGTS	RecName: Full=E3 ubiquitin protein ligase RIN2 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,', 'ECO:0000256|SAM:Phobius}', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi- pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.']
AUGUSTUS_g1.t1	tr|A0A453P9Q5|A0A453P9Q5_AEGTS	36.170	47	27	2	80	126	306	349	4.0	32.7	A0A453P9Q5	A0A453P9Q5_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.']
AUGUSTUS_g1.t1	tr|A0A453I0H6|A0A453I0H6_AEGTS	25.000	100	59	4	59	155	63	149	4.1	32.7	A0A453I0H6	A0A453I0H6_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A453JQY1|A0A453JQY1_AEGTS	26.582	79	56	2	254	330	299	377	4.1	32.7	A0A453JQY1	A0A453JQY1_AEGTS	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A453PPI5|A0A453PPI5_AEGTS	28.889	45	26	2	79	123	75	113	4.1	33.1	A0A453PPI5	A0A453PPI5_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A453CKX4|A0A453CKX4_AEGTS	35.052	97	49	6	59	148	134	223	4.2	32.3	A0A453CKX4	A0A453CKX4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A453JR09|A0A453JR09_AEGTS	26.582	79	56	2	254	330	333	411	4.3	32.7	A0A453JR09	A0A453JR09_AEGTS	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A452ZWV3|A0A452ZWV3_AEGTS	34.694	49	29	2	77	125	417	462	4.4	32.7	A0A452ZWV3	A0A452ZWV3_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A452XHG9|A0A452XHG9_AEGTS	36.957	46	26	2	80	125	234	276	4.4	32.7	A0A452XHG9	A0A452XHG9_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A452ZWS7|A0A452ZWS7_AEGTS	34.694	49	29	2	77	125	414	459	4.4	32.7	A0A452ZWS7	A0A452ZWS7_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A453CLM4|A0A453CLM4_AEGTS	29.787	47	30	2	80	126	210	253	4.5	32.3	A0A453CLM4	A0A453CLM4_AEGTS	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A452ZWT2|A0A452ZWT2_AEGTS	34.694	49	29	2	77	125	446	491	4.6	32.7	A0A452ZWT2	A0A452ZWT2_AEGTS	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g2.t1	tr|A0A453J5H7|A0A453J5H7_AEGTS	96.356	247	7	1	1	245	3	249	5.51e-176	485	A0A453J5H7	A0A453J5H7_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET4Gv20804200.2};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453P3M3|A0A453P3M3_AEGTS	48.374	246	91	5	10	244	4	224	6.87e-67	209	A0A453P3M3	A0A453P3M3_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET6Gv20593600.2};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453CE87|A0A453CE87_AEGTS	73.333	120	29	1	13	129	19	138	5.56e-60	191	A0A453CE87	A0A453CE87_AEGTS	RecName: Full=Transcription factor MYB21 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453J5H3|A0A453J5H3_AEGTS	100.000	89	0	0	1	89	3	91	1.08e-59	185	A0A453J5H3	A0A453J5H3_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET4Gv20804200.1};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453PN61|A0A453PN61_AEGTS	67.647	102	33	0	14	115	13	114	3.35e-48	158	A0A453PN61	A0A453PN61_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453PN20|A0A453PN20_AEGTS	65.094	106	37	0	10	115	9	114	7.83e-48	162	A0A453PN20	A0A453PN20_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453PMR9|A0A453PMR9_AEGTS	67.647	102	33	0	14	115	13	114	1.11e-47	162	A0A453PMR9	A0A453PMR9_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453JCC8|A0A453JCC8_AEGTS	66.667	102	34	0	14	115	14	115	5.61e-47	160	A0A453JCC8	A0A453JCC8_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453QDG8|A0A453QDG8_AEGTS	65.686	102	35	0	14	115	14	115	1.43e-46	159	A0A453QDG8	A0A453QDG8_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453QDV5|A0A453QDV5_AEGTS	65.686	102	35	0	14	115	14	115	1.54e-46	159	A0A453QDV5	A0A453QDV5_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453QDJ1|A0A453QDJ1_AEGTS	65.686	102	35	0	14	115	14	115	2.72e-46	159	A0A453QDJ1	A0A453QDJ1_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453QDH2|A0A453QDH2_AEGTS	65.686	102	35	0	14	115	14	115	2.78e-46	159	A0A453QDH2	A0A453QDH2_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453QDI6|A0A453QDI6_AEGTS	65.686	102	35	0	14	115	61	162	3.29e-46	160	A0A453QDI6	A0A453QDI6_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET7Gv20051600.2};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453DQ29|A0A453DQ29_AEGTS	63.717	113	41	0	3	115	28	140	1.88e-45	154	A0A453DQ29	A0A453DQ29_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET3Gv20034000.1};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453R565|A0A453R565_AEGTS	61.321	106	41	0	10	115	9	114	2.00e-45	156	A0A453R565	A0A453R565_AEGTS	RecName: Full=Transcription factor MYB39 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A452XWE9|A0A452XWE9_AEGTS	60.000	115	46	0	1	115	33	147	2.44e-45	155	A0A452XWE9	A0A452XWE9_AEGTS	RecName: Full=Transcription factor MYB21 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453DQ54|A0A453DQ54_AEGTS	63.717	113	41	0	3	115	9	121	3.10e-45	152	A0A453DQ54	A0A453DQ54_AEGTS	RecName: Full=Myb-related protein 305 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453JYL8|A0A453JYL8_AEGTS	49.677	155	56	2	14	158	69	211	5.39e-45	152	A0A453JYL8	A0A453JYL8_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET5Gv20238300.1};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453JYP5|A0A453JYP5_AEGTS	64.706	102	36	0	14	115	20	121	6.38e-45	150	A0A453JYP5	A0A453JYP5_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET5Gv20238300.7};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453HUZ4|A0A453HUZ4_AEGTS	65.686	102	35	0	14	115	12	113	7.99e-45	151	A0A453HUZ4	A0A453HUZ4_AEGTS	RecName: Full=Transcription factor MYB21 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453JYP9|A0A453JYP9_AEGTS	64.706	102	36	0	14	115	18	119	9.72e-45	150	A0A453JYP9	A0A453JYP9_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET5Gv20238300.8};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453JYP6|A0A453JYP6_AEGTS	64.706	102	36	0	14	115	20	121	1.08e-44	149	A0A453JYP6	A0A453JYP6_AEGTS	SubName: Full=Uncharacterized protein {ECO:0000313|EnsemblPlants:AET5Gv20238300.6};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453HUL1|A0A453HUL1_AEGTS	65.686	102	35	0	14	115	12	113	1.23e-44	151	A0A453HUL1	A0A453HUL1_AEGTS	RecName: Full=Transcription factor MYB21 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
AUGUSTUS_g2.t1	tr|A0A453P481|A0A453P481_AEGTS	53.435	131	50	1	14	133	13	143	1.31e-44	152	A0A453P481	A0A453P481_AEGTS	RecName: Full=Myb-related protein Myb4 {ECO:0008006|Google:ProtNLM};	Aegilops tauschii subsp. strangulata (Goatgrass).	[]	['DNA-binding', 'Reference proteome', 'Transcription', 'Transcription regulation']	['SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.']
